example_id,setup_id,optional_monitor,value_outer_fold,downstream_inner_fold,y,base_threshold,augmented_threshold,base_prediction,augmented_prediction,base_loss,augmented_loss,realized_decision_value,decision_changed,false_positive_reduction,false_negative_reduction,base_uncertainty,outer_train_n,outer_eval_n,outer_train_id_sha256,outer_eval_id_sha256,downstream_inner_fold_assignment_sha256,target_generation_scope
wildguard-0076,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.4328701729140696,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0078,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,1,1,1,1,0,0,0,0,0.46417083598215186,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0082,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0084,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.4176302849566831,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0088,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,1,1,1,1,0,0,0,0,0.3924616373722481,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0090,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,1,1,1,1,0,0,0,0,0.45684428824070095,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0093,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.35234013227853184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0096,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.14129426859256472,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0097,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,0,1,1,0,1,1,0,1,0.18837198171720104,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0100,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.1136053264475199,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0101,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0102,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,1,1,0,1,1,0,1,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0103,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0104,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0105,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.1641934095778682,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0106,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,1,0,1,-1,1,-1,0,0.1576410760110691,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0107,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,0,1,1,0,1,1,0,1,0.2964345683560574,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0108,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0109,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0110,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.42455892697654996,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0111,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,1,1,0,1,1,0,1,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0113,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.21456879067280699,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0114,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0115,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0117,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0119,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0121,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0122,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.1576410760110691,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0123,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0124,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0125,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0126,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0128,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0130,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0133,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0135,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0136,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0137,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0138,compact_after_rule,koala_text_moderation,0,2,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0140,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.16015199515361275,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0142,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0143,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0145,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0146,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.1993601472906781,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0148,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.10778970128488276,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0149,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0151,compact_after_rule,koala_text_moderation,0,2,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.28273632452053166,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0153,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.43539166884795344,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0155,compact_after_rule,koala_text_moderation,0,0,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11925430077252458,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0156,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0157,compact_after_rule,koala_text_moderation,0,1,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.16313743117030033,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0159,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.32065763813858106,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0162,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.16313743117030033,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0164,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.125856796713672,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0166,compact_after_rule,koala_text_moderation,0,0,1,0.3704918497529827,0.3787232386474455,0,0,1,1,0,0,0,0,0.1352643348013229,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0168,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.19827027849875292,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0169,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11247455124785184,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0170,compact_after_rule,koala_text_moderation,0,3,1,0.3704918497529827,0.3787232386474455,1,1,0,0,0,0,0,0,0.4045408112662834,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0171,compact_after_rule,koala_text_moderation,0,1,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.202404193064152,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
wildguard-0172,compact_after_rule,koala_text_moderation,0,3,0,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11077982201182061,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb,945a6330dbec277947f07655c10a59cf041b05e3d2f8819957aaa47ad071f2da,inner_oof_within_current_outer_train
